	Business_id	Cool	Funny	Review_Ratings	Text	Useful
0	VaEqjAeKAm_iUnOpaktyMg	0.0	0.0	1.0	"Stay away.  Since there were limited options in the terminal, and I was looking for a quick breakfast before my flight, I asked for a simple oatmeal (noted on the menu with berries, walnuts, and brown sugar). The cashier was extremely disinterested in taking my order and yelled to the back to ask if they even had the oatmeal. Once confirmed - she turned to me and said ""we're out of the berries"". Alright - I was fine with that and proceeded with the oatmeal order. Sit down at my gate- opened my oatmeal container - to find a soupy mess of oatmeal and walnuts floating in a goopy sugar slop. I returned to the cash register to request an alternative item (trust me - not something I commonly do - avoid awkward confrontation whenever possible) - where the cashier had to get her manager to override the order in the system - as I asked for a bagel and cream cheese in place of my oatmeal slop. The replacement items were as equally unimpressive - and I wish I would have taken the time to eat a lower cost, better quality meal at home. Although I've had good experiences with airport meals in the past - this was not one of them."	0.0
1	VaEqjAeKAm_iUnOpaktyMg	0.0	0.0	2.0	"We were at PHX first thing a.m. on the 4th of July.  The airport was busy with holiday travelers like ourselves.  We stopped at Nova for a quick bite before our 4-hour flight back to RDU.

The food we had (Cisco Kid Sandwich & Blutos Breakfast Bagel) were actually good as far as airport food goes.

The restaurant itself was filthy.  The lights overhead the menu etc were absolutely caked with dust and dirt.  Really gross."	0.0
2	VaEqjAeKAm_iUnOpaktyMg	2.0	2.0	2.0	"Airport food. 

They were out of chicken sandwiches, so I got a burger and fries. Everything was pretty good except they use the tiniest little burger patties. You'd need a double stack to almost get a normal amount of beef. 

The fries come out fresh. Crispy. They're French fries."	0.0
3	VaEqjAeKAm_iUnOpaktyMg	0.0	0.0	2.0	Absolutely horrible service on the sandwich side. Avoid if you're even a little worried about time. I sure hope the food is good.	0.0
4	VaEqjAeKAm_iUnOpaktyMg	4.0	2.0	2.0	"WOW! It pains me to give Nocawich (at the airport) two stars because the Brick and Mortar location served me really great food. According to our local newspaper and other publications the Chicken Sandwich from Nocawich is suppose to be a top sandwich of Metro Phoenix so we wanted to try it.

I received a squashed sandwich with slightly burnt chicken that was very drippy with a pool of white liquid. I bravely take a bite and it has a weird taste I can't identify. I DON'T think this sandwich was made right. Seemed like they turned up the oil really high and it didn't cook at the correct temperature. Curst is slightly burnt, not crisp..no flavors but oil and almost burnt.... The pickle seems good and the slaw seems fresh. The chicken is edible but this sandwich doesn't really taste good expect for the pickle.

They don't serve the triple cooked hand cut fries here like they did at the Tempe location. Instead they gave us Burger King like fries for the same price.

I do note the Onion Rings were Outstanding and only priced at around $3.50. They were delightfully crisp light and delicious. The onion also actually stayed in and didn't pull out when I ate them.

As great as the onion rings were they aren't enough for me to give this eatery more than two stars.

Maybe if you hit them when a better crew is on maybe the food is better."	4.0
5	VaEqjAeKAm_iUnOpaktyMg	0.0	0.0	1.0	"They don't use real cheese. It's called ""Chedda"" on the menu. When I asked what ""chedda"" was the woman behind the register looked very confused. I showed her the spelling on the menu and she assured me that they use real cheese and that the spelling must be a mistake. So I ordered a breakfast bagel. And it was not real cheese. It was some sort of creepy cheese like substitute. It looked like cheddar but did not taste like it."	0.0
6	VaEqjAeKAm_iUnOpaktyMg	0.0	0.0	2.0	It took 40 minutes to order and receive two grilled cheese sandwiches and an order of fries.  Not sure why it was so slow but for the prices they charge I give a thumbs down.  I did enjoy the fries.  They were very good.	0.0
7	VaEqjAeKAm_iUnOpaktyMg	0.0	1.0	1.0	If you are at PHX to fly to your cardiologist then this is the place to go. I was starving while I was here and even then it tasted bleh. The staff were super friendly and nice, clearly they were slammed but kept trucking thru. In all fairness, starve, its better than eating here. One star simply because I have to.	0.0
8	VaEqjAeKAm_iUnOpaktyMg	0.0	2.0	1.0	"Rude and ignorant service by Paula B.Doesn't even know what's on their menu! Asked her for bebisas clearly mentioned on their menu board! 

So rude and ignorant in behavior.Just ridiculous. She should be put away from the cash register for sure.


Food here is great though."	1.0
9	VaEqjAeKAm_iUnOpaktyMg	0.0	0.0	1.0	This is for nocawich express. Absolutely terrible. Had to run through the airport and saw this little sandwich shop. Packaging looked clean and they had clever names for their sandwiches. I grabbed the roast beef sandwich and an orange juice, paid and ran to the gate. Then as I took a few bites, it was soggy, meat was tough (had to spit out a few bites) and the greens were completely wilted. Then I found the small date sticker on the package and they are selling sandwiches that have a date from 2 days ago for 13 bucks! Wtf?!? Why would they keep selling these? Gross	0.0
